"Lodobren","Vznamka","Scrna_lista","Sst_odobritev","Dcrna_lista","Dst_pogodb","Vletnik","Vmpc","Veurotax","Lpolog","Lobrestna_mera","Splacilni_indeks","Szapadlo_neplacano","Sobligo","Ltrajanje_meseci","Sneto_placa","Srazpolozljiv_od_z_malico_in_prevozom","Sstarost","Strajanje_zaposlitve","Sposta","Sdrzavljanstvo","Sdrzavljanstvo_eu","SDtip","SDst_zaposlenih","SDdoba_poslovanja","SDprihodki","SDodstotek_kapitala_v_bilancni_vsoti","SDposlovni_izid","SDblokada_racuna","SDinsolventnost","SDcrna_lista"
"DA","HYUNDAI","NE",0,"NE",356,0,16400,0,36.59,6.64,NA,NA,13647.48,84,673.62,576.85,54,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",91.94,25,3492946,39.87,19815,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",53,6,9250,3.45,32.43,7.39,NA,NA,6435,36,752.37,786.18,24,"DOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2225.72,16,49961297,49.06,625275,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",0,"NE",10,3,13800,-32.54,36.23,7.38,NA,NA,9255.4,60,733.37,748.42,27,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",177.65,41,20007883,44.71,950255,"NE","NE","NE"
"NE","KIA","NE",0,"NE",8483,0,19470,0,15,6.63,0.24,74.95,22147.01,84,561.44,122.67,51,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",16.18,14,3254158,31.93,165703,"NE","NE","NE"
"NE","DACIA","NE",2,"NE",492,0,19890,0,10,6.64,1.64,0,23425.92,84,758.92,480.04,22,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8483,1,10999,18.56,41.82,6.89,NA,NA,7973.4,60,558.4,559.41,50,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",0,"NE",70,5,11500,-16.81,21.74,7.39,NA,NA,11343,60,625.79,535.94,25,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",327,20,50197355,50.99,3544432,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",492,0,10950,0,18.72,6.64,NA,NA,11345.76,72,674.44,648.44,49,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1.25,4,75989,47.87,862,"NE","NE","NE"
"DA","AUDI","NE",2,"NE",152,5,14990.01,-12.43,26.84,9.08,0.27,0,24435.21,72,1868.39,1601.59,50,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1327,37,105082799,24,-36052627,"NE","NE","NE"
"NE","NISSAN","NE",0,"NE",491,0,12500,0,16,6.63,NA,NA,11000,84,630.33,365.77,31,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",16,20,970325,16.78,6280.5,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",1861,10,14600,2.85,47.95,7.38,NA,NA,7811.7,31,647.86,-38.88,41,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",12.16,26,1254027,52.62,56951,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",3,3,11000,1.87,20,7.38,NA,NA,9240,84,1035.03,859.8,37,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",3417,3,9700,7.27,20.62,7.39,NA,NA,9407.4,60,1245.15,1240.48,29,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4.66,23,614227,61.27,4605,"NE","NE","NE"
"DA","AUDI","NE",5,"NE",48,8,11000,-10.04,10,4.7,0.03,0,22500,52,744.85,541.4,30,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2.26,8,200625,51.66,600,"NE","NE","NE"
"DA","FORD","NE",0,"NE",3689,0,17690,0,54.83,6.63,NA,NA,8343.81,36,1754.64,1498.42,23,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",456,0,11650,0,25,6.64,NA,NA,10828.8,72,586.65,494.53,59,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","SUZUKI","NE",1,"NE",563,0,18200,0,17.28,6.64,0.83,228.32,23879.2,84,695.48,464.12,69,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",3,3,11000,1.87,20,7.38,NA,NA,11928.84,84,1035.03,858.96,37,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",1,"NE",34,1,19000,1.26,14.21,9.2,NA,NA,22426.32,84,910.03,759.99,36,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",372.71,26,96664497,64.51,13529582,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",832,0,19450,0,12.6,3.7,NA,NA,17000,60,1074.49,532.16,41,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,0,0,0,0,"NE","DA","NE"
"NE","ALFA","DA",0,"NE",22,9,5600,-25.55,20,7.38,NA,NA,5225.6,40,842,723.33,40,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",3691,0,17190,0,56.27,3.7,NA,NA,7517.99,60,830.64,693.2,43,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",92,4,7280,-9.62,50.82,8.2,NA,NA,4296.96,48,362.28,1044.45,68,"UPOKOJENEC","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","AUDI","NE",0,"NE",59,5,18000,-8.61,20,7.38,NA,NA,14940,84,1173.49,852.79,30,"NEDOLOCEN CAS","SI-1","BOSNIA AND HERZEGOVINA","NE","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",25,5,7300,17.26,20,7.38,2.8,0,6059,72,780.92,441.35,45,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",20.05,23,1174127,31.87,-9830,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",4,6,7500,16.07,20,7.38,8.08,0,6112.5,60,1067.87,945.74,48,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",0,"NE",50,4,12980,-8.21,23.11,9.08,0.5,0,10109.8,72,732.77,335.02,49,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1185,40,149449289,31.2,4767810,"NE","NE","NE"
"NE","NISSAN","NE",0,"NE",493,0,23549,0,10,6.63,NA,NA,21900.57,84,1432,1105.42,21,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","HYUNDAI","NE",1,"NE",50,0,23790,0,10.51,6.64,19.74,0,32085.99,84,1593,1072.7,45,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","BMW","NE",1,"NE",342,5,31700,18.2,20,6.45,0.55,0,25677,84,1428.78,1068.85,56,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","MERCEDES-BENZ","NE",1,"NE",485,8,11500,-3.38,20,8.9,3.85,231.26,16580.55,48,1331.02,950.05,41,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",131,7,3779,-21.01,15,9.04,4.99,39.32,3404.2,60,632.27,519.43,26,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1572.01,25,130092343,38.31,2443250,"NE","NE","NE"
"NE","SEAT","NE",0,"NE",27,7,5390,-4.06,20,7.38,0.2,0,5636.93,60,632.77,379.58,39,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",380,25,106298000,24.3,211000,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",2470,0,22000,0,30,7.45,33.66,0,20799.24,84,941.3,384.46,36,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",88.88,23,22837401,48.38,433592,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",633,0,17050,0,20.53,8.45,NA,NA,18223.8,84,626.67,533.63,37,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",380,25,106298000,24.3,211000,"NE","NE","NE"
"DA","ALFA","NE",0,"NE",0,4,16300,-17.45,30.67,6.88,NA,NA,11463,72,942.42,756.8,37,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9.62,22,947941,71.82,3716,"NE","NE","NE"
"DA","PEUGEOT","NE",0,"NE",135,3,8080,5.43,20,6.38,NA,NA,8131.2,84,1005.78,690.33,34,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",18.83,18,765232,42.46,18996,"NE","NE","NE"
"NE","FORD","NE",1,"NE",1601,0,20864,0,31.15,3.7,0.11,0,16559.56,84,991.53,564.32,45,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9.25,12,1537883,64.07,104138,"NE","NE","NE"
"DA","MAZDA","NE",0,"NE",956,0,21360,0,50,4.71,NA,NA,10680,12,1794.3,879.72,37,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1327,37,105082799,24,-36052627,"NE","NE","NE"
"NE","PRENOS","NE",0,"NE",211,5,5574.91,49.28,10,7.38,NA,NA,5017.42,46,854.06,826.42,39,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,18,11374,96.69,-476.25,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",1,"NE",10,4,11200,-3.52,22.32,7.38,2.9,0,12009.45,72,2797.11,2211.26,31,"DOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","AUDI","NE",1,"NE",1585,4,26500,-20.76,30,7.38,10.4,146.88,25663.52,84,605.89,383.58,23,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",3.22,4,293861,18.79,15538,"NE","NE","NE"
"NE","SEAT","NE",0,"NE",78,8,7200,-15.58,0,3.7,NA,NA,7896.6,60,1118.23,492.61,38,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",107.13,23,15853436,8.91,190057,"NE","DA","NE"
"NE","FORD","NE",0,"NE",1602,0,13820,0,52.53,6.63,0,0,6905.49,72,583.98,327.49,69,"UPOKOJENEC","SI-4","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",4094,9,3890,-16.56,23.14,7.38,NA,NA,3576.04,46,565.26,568.83,37,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",131.08,25,10540493,39.86,-1413764,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",1862,3,9349.99,10.16,20,7.39,NA,NA,7620.24,84,1334.05,1217.59,42,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","DACIA","NE",2,"NE",492,0,19890,0,10,6.64,1.64,0,23425.92,84,758.92,480.04,22,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8490,0,20970,0,23.84,6.63,NA,NA,19181.28,48,1216.66,957.83,51,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",6.59,6,679989,41.4,68896,"NE","NE","NE"
"NE","TOYOTA","NE",1,"NE",833,0,14430,0,13.86,6.96,0.21,0,20479.07,84,628.07,472.11,54,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",2013,4,8800,-12.44,20,8.45,0.95,0,7128,48,665.96,641.91,49,"NEDOLOCEN CAS","SI-1","CROATIA","DA","JAVNI SEKTOR, UPOKOJENCI",4,23,212129,80.58,5556,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",71,8,4500,-16.51,20,7.38,NA,NA,3780,60,698.86,679.01,34,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",682.55,26,52925653,53.16,2474349,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",71,8,4500,-16.51,20,7.38,NA,NA,4492.74,57,698.86,675.72,34,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",682.55,26,52925653,53.16,2474349,"NE","NE","NE"
"DA","FORD","NE",0,"NE",14,5,10400,12.21,28.85,6.13,NA,NA,9033.6,60,952.56,914.2,26,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",158.27,13,107651872,42.98,3273473,"NE","NE","NE"
"DA","AUDI","NE",2,"NE",342,2,42000,-9.3,35,6.46,0.51,0,30352.1,84,578.5,160.99,43,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1,9,54739,7.03,179,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",156,6,14990.01,-10.01,20.01,7.38,NA,NA,15887.04,78,849.43,1011.18,44,"NEDOLOCEN CAS","SI-2","CROATIA","DA","JAVNI SEKTOR, UPOKOJENCI",1215.05,23,274273960,34.43,7358472,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",2474,5,9400,-13.79,20,7.7,NA,NA,7849,72,561.44,556.01,26,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",7,8,539569,67.66,1971.75,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",492,0,10950,0,35,6.63,NA,NA,7555.5,72,674.44,185.03,49,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1.25,4,75989,47.87,862,"NE","NE","NE"
"NE","NISSAN","NE",0,"NE",1355,6,3045.72,247.47,0,5.89,NA,NA,3120.93,9,3418.34,2683.97,44,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",195,10,21832459,85.29,1236998,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",285,7,4501,-17.86,20,7.38,NA,NA,3780.84,60,1060.56,363.81,42,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",3.12,8,155920,38.2,28090,"NE","NE","NE"
"NE","BMW","NE",0,"NE",8,5,19900,5.84,20.1,7.38,NA,NA,20916,84,617.95,376.55,22,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",251,8,5537761,69.59,698952,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",0,"NE",131,4,10999,-14.02,20,9.14,NA,NA,8909.19,84,601.07,511.13,26,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1185,40,149449289,31.2,4767810,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",52,3,11480,-6.6,70,8.51,NA,NA,4735.08,84,352.23,295.86,63,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","HYUNDAI","NE",0,"NE",457,0,22400,0,15,6.63,NA,NA,24269.28,84,626.71,337.79,66,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","MERCEDES-BENZ","NE",1,"NE",485,8,11500,-3.38,20,8.9,3.93,231.26,16580.55,48,1331.02,581,41,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","BMW","NE",0,"NE",0,5,25700,-3.12,23.35,6.38,NA,NA,19957,48,1551.11,1289.42,51,"DOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,0,0,0,0,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",0,"NE",107,3,22150,6.05,20,6.45,NA,NA,17941.5,72,1594.7,1293.54,24,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",285,8,5090,-8.07,21.61,7.38,NA,NA,4911.3,54,628.27,686.58,57,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",225.51,23,4760538,48.03,55620,"NE","NE","NE"
"DA","CHEVROLET","NE",1,"NE",8,6,5500,-8.27,27.27,8.2,21.38,0,4956,60,1471.39,816.97,53,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",14.08,25,4541668,84.4,512727,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8502,0,12030.01,0,10,6.63,NA,NA,11308.21,84,613,616.01,62,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2.43,25,66139,-0.23,-15587,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",8,0,12560,0,39.81,7.45,0,0,7685.6,72,625.92,724.69,41,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","CHEVROLET","NE",0,"NE",4097,5,5300,-22.45,20.75,7.38,NA,NA,5016.48,48,634.15,587.26,54,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",216,10,24422630,32.99,758567,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8490,0,20970,0,23.84,6.63,NA,NA,39553.68,48,1216.66,970.28,51,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",6.59,6,679989,41.4,68896,"NE","NE","NE"
"NE","FORD","DA",1,"NE",1863,0,16540,0,10.28,6.63,52.06,0,18899.16,84,872.2,60.52,35,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FIAT","NE",0,"NE",48,7,6800,-24.5,20,7.38,NA,NA,5671.2,48,568.14,552.84,28,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2.58,22,144955,89.76,-35841,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",11,10,6600,-13.8,20,8.47,NA,NA,5346,27,755.86,446.38,32,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",8,6,849291,38.77,6330,"NE","NE","NE"
"NE","MAZDA","NE",0,"NE",4097,0,21140,0,14.19,6.63,NA,NA,23383.92,84,1320.3,1041.92,37,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",1,"NE",398,0,15115,0,39.7,6.63,10.45,0,11891.04,84,466.33,324.77,57,"UPOKOJENEC","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","HYUNDAI","NE",0,"NE",458,0,15570,0,15,6.63,NA,NA,16870.56,84,1929.5,1652.49,47,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","KIA","NE",0,"NE",8505,3,17490,-10.88,15,7.38,NA,NA,19978.56,84,623.93,514.39,32,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5,18,260540,50.29,446,"NE","NE","NE"
"NE","MAZDA","NE",1,"NE",3142,0,23200,0,10,3.7,12.07,74.69,35524.93,84,3154.91,1922.48,46,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",496,0,20980,0,25.02,6.63,23.7,0,20097.84,84,568.11,345.91,47,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",100.3,16,3060716,77.6,31853,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",1,"NE",54,4,10480,-0.04,20.04,9.14,1.33,0,11148.26,84,696.63,428.78,38,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","HYUNDAI","NE",1,"NE",1605,0,15860,0,10,6.63,0.9,0,24552.32,84,861.24,1023.48,31,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",21,23,5942888,40.25,74104,"NE","NE","NE"
"NE","VOLVO","NE",0,"NE",136,9,7800,10.44,20,7.38,NA,NA,6435,36,807.62,398.62,45,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8506,0,23990,0,16.67,4.7,0,0,19990.32,84,1047.7,602.96,49,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1185,40,149449289,31.2,4767810,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",0,"NE",69,7,9800,5.3,40.82,5.7,NA,NA,6430.32,36,1003.07,933.12,28,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",106.56,20,20681615,44.88,1057298,"NE","NE","NE"
"NE","SUZUKI","NE",0,"NE",6,0,17750,0,33.33,4.25,NA,NA,11833.34,24,792.81,299.75,56,"UPOKOJENEC","SI-5","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","RENAULT","NE",3,"NE",11,4,8200,14.3,13.41,7.38,6.7,40,11750.04,84,696.99,646.47,34,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",45.27,21,4290856,58.73,42196,"NE","NE","NE"
"DA","SUZUKI","NE",0,"NE",349,0,16200,0,50,6.45,NA,NA,8262,84,560.04,437.57,59,"UPOKOJENEC","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","HYUNDAI","NE",2,"NE",1605,0,10800,0,25.93,6.63,0.19,0,9134.07,84,695.44,535.01,67,"UPOKOJENEC","SI-4","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","PEUGEOT","NE",0,"NE",9,3,14199.99,-3.63,21.13,7.38,0,0,11483.99,84,925.95,936.5,37,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","CITROEN","NE",1,"NE",11,5,10000,3.75,20,7.38,25.4,129.8,9679.76,60,799.67,642.9,59,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",2015,8,5900,-12.08,20,8.45,10.39,0,5162.92,36,1434.56,1374.8,51,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",0,"NE",1,4,12600,10.33,40.48,8.2,NA,NA,7626,60,898.6,468.21,30,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",74.19,22,16181025,42.84,170750,"NE","NE","NE"
"NE","RENAULT","NE",3,"NE",11,4,8200,14.3,13.41,7.38,6.7,40,13797.28,84,696.99,646.47,34,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",45.27,21,4290856,58.73,42196,"NE","NE","NE"
"DA","KIA","NE",0,"NE",8507,0,20920,0,19.12,6.63,NA,NA,17233.79,84,1519.45,855.01,37,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",677,7,5600,-2.96,50,7.7,NA,NA,3242.16,24,977.55,1011.55,35,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",496,0,20980,0,25.02,6.63,23.7,0,20097.84,84,568.11,345.91,47,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",100.3,16,3060716,77.6,31853,"NE","NE","NE"
"DA","FORD","NE",1,"NE",6946,0,18598.79,0,40.91,3.95,0.01,0,10990.2,60,1203.03,1150.29,44,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",48.91,14,22718370,-18.64,181215,"NE","NE","NE"
"NE","NISSAN","NE",0,"NE",194,0,22060,0,20.4,8.45,NA,NA,17780.6,84,820.98,742.74,53,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",77.53,17,12429145,-56.52,-7898145,"NE","DA","NE"
"NE","DACIA","NE",0,"NE",496,0,10155,0,19.15,6.63,NA,NA,10793.16,84,766.05,409.89,41,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
