"Lodobren","Vznamka","Scrna_lista","Sst_odobritev","Dcrna_lista","Dst_pogodb","Vletnik","Vmpc","Veurotax","Lpolog","Lobrestna_mera","Splacilni_indeks","Szapadlo_neplacano","Sobligo","Ltrajanje_meseci","Sneto_placa","Srazpolozljiv_od_z_malico_in_prevozom","Sstarost","Strajanje_zaposlitve","Sposta","Sdrzavljanstvo","Sdrzavljanstvo_eu","SDtip","SDst_zaposlenih","SDdoba_poslovanja","SDprihodki","SDodstotek_kapitala_v_bilancni_vsoti","SDposlovni_izid","SDblokada_racuna","SDinsolventnost","SDcrna_lista"
"NE","KIA","NE",0,"NE",231,4,9500,-13.36,21.05,7.5,NA,NA,9514.08,72,487.86,496.48,25,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",32,20,5786815,50.27,324825,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",1,3,13500,-15.63,20,7.5,NA,NA,14695.8,84,573,523.05,30,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1146,13,256093170,33.41,10180017,"NE","NE","NE"
"NE","KIA","NE",0,"NE",7819,0,10916,0,10,6.75,NA,NA,9988.14,84,619.17,341.29,26,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5,10,603555,93.46,215385,"NE","NE","NE"
"NE","FORD","NE",1,"NE",1745,0,13284.99,0,10,6.75,6.86,0,15286.32,84,992.82,376.27,46,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",377,0,10700,0,31.31,6.75,NA,NA,8996.4,60,1465,1344.38,41,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",3221,4,11700,10.52,17.09,6.76,NA,NA,11872.8,60,1172.62,1128.86,35,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",29.37,24,6984840,42.68,63576,"NE","NE","NE"
"NE","CHEVROLET","DA",0,"NE",1264,5,7600,-18.36,32.89,7.5,44.66,0,6271.68,48,1469,1338.34,32,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",53,4,4800,-3.15,20.83,10.3,NA,NA,3848,84,671.3,598.79,28,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",668,14,72659012,-32.58,-26647204,"NE","DA","NE"
"NE","FIAT","NE",0,"NE",798,0,9600,-4.7,20,6.75,11.88,0,7920,72,1312.64,1003.28,54,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","BMW","NE",0,"NE",2836,0,27991.9,0,17.86,4.95,0.07,0,27415.92,84,2357.64,2201.91,46,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9.79,8,3477988,-134.63,-800850,"NE","NE","NE"
"NE","FORD","NE",0,"NE",3505,0,24680,0,69.98,6.25,NA,NA,7804.88,36,678.35,622.22,58,"NEDOLOCEN CAS","SI-9","CROATIA","DA","JAVNI SEKTOR, UPOKOJENCI",36.95,23,2849163,65.84,154589,"NE","NE","NE"
"NE","MERCEDES-BENZ","NE",0,"NE",132,0,23683.99,0,20,6.05,NA,NA,22922.64,72,655.85,30.26,41,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1.2,10,40166,-16.89,-41746,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",0,"NE",53,7,7000,12.91,20,10.3,0,0,5670,36,686.22,666.26,52,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",10,21,686666,70.48,7558.5,"NE","NE","NE"
"NE","BMW","NE",0,"NE",77,8,8350,2.25,29.94,7.5,NA,NA,7225.44,48,606.78,584.77,48,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2,4,44073,10.84,-2552,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",2,3,9200,13.65,21.74,7.5,NA,NA,9810.36,84,631,444.97,37,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2023,39,167919421,35.16,-3542814,"NE","NE","NE"
"DA","HONDA","NE",1,"NE",30,0,22800,0,10,8.55,3.43,108.33,32806.09,84,1248.29,883.79,27,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",300,0,18505,0,70,3.45,NA,NA,5951.04,48,1071.62,712.56,40,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",15,11,11979782,36.71,1223104,"NE","NE","NE"
"NE","CITROEN","NE",0,"NE",4,4,11200,0,20,7.5,NA,NA,9184,72,673.76,772.02,36,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",7,21,477898,0,-6558,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",211,6,6120,10.28,57.19,7.5,8.3,0,3207.96,36,652.3,694.88,32,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",16.92,11,5332592,18.84,152144,"NE","NE","NE"
"NE","ALFA","NE",0,"NE",3,9,6680,-33.17,20,7.5,20.53,0,6320.88,36,1122.18,382.51,36,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",270.08,25,91660481,74.24,1218230,"NE","NE","NE"
"DA","FIAT","NE",1,"NE",800,0,12200,0,40.98,6.75,0,0,11963.47,48,967.1,783.91,63,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","PREVZEM","NE",0,"NE",1749,7,12799.12,0,10,7.51,NA,NA,11519.21,33,871,263.25,69,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","BMW","NE",0,"NE",2837,1,35000,-8.81,42.86,4.96,NA,NA,22621.2,60,2040.68,1726.31,52,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",1,"NE",401,0,12330,0,28.06,6.75,0,0,15627,72,611.3,548.11,46,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",176,22,19862556,42.5,645926,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",2181,0,11890,0,16.82,7.55,NA,NA,11215.8,36,564.61,253.06,76,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","OPEL","NE",1,"NE",1716,4,11500,-8.9,6.09,3.45,0.72,0,11576.64,48,1091.18,696.04,71,"UPOKOJENEC","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7827,0,10881,0,10,6.75,NA,NA,11757,60,1400,1011.35,43,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",65,6,6790,-16.42,22.09,10.3,0.53,0,5357.9,60,636.31,520.64,54,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",921.17,23,41732861,67.54,2187722,"NE","NE","NE"
"NE","OSEBNO","NE",0,"NE",3017,0,19800,0,4.04,5.92,NA,NA,24142.44,84,793.1,804.11,25,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",31.28,26,4084575,32.92,144931,"NE","NE","NE"
"NE","RABLJENO","NE",0,"NE",321,2,20400,0,75.49,7.5,0,0,5306,48,991.13,910.16,44,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,2,0,100,0,"NE","NE","NE"
"NE","FORD","NE",0,"NE",65,11,2390,-1.97,41.84,11.3,NA,NA,1413.9,12,638.61,558.92,21,"DOLOCEN CAS","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",1716,3,12400,4.97,28.23,8.55,NA,NA,9024,84,783.37,921.18,39,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",426.22,23,107437343,83.98,9963629,"NE","NE","NE"
"DA","FORD","NE",0,"NE",3508,0,16000,0,53.13,6.75,0.04,0,7820,36,1123.58,880.12,36,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",3017,0,15750,0,10,6.26,NA,NA,18257.4,84,719.24,935.24,49,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",15,15,1264574,0.32,22927,"NE","NE","NE"
"DA","HYUNDAI","NE",1,"NE",1492,0,13430,0,22.34,6.75,0,0,10765.76,84,643.17,540.68,45,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",189.97,7,21765860,44.69,900770,"NE","NE","NE"
"NE","OPEL","NE",1,"NE",3903,0,14202,0,45.77,6.75,0.09,0,9822.75,72,327,326,50,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",204,24,13201761,59.92,94858,"NE","NE","NE"
"DA","BMW","NE",0,"NE",2837,0,33702.13,0,40.66,6.3,NA,NA,58796.29,84,2600.09,2353.83,37,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2873,13,776424714,61.51,88835827,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",422,0,17671,0,62.25,9.54,0,0,9413.88,84,770.3,626.71,57,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",1,"NE",7828,3,10299,0,22.92,7.5,0.55,0,13824.06,84,863.55,985.02,31,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","BMW","NE",0,"NE",77,8,8350,2.25,35.93,7.5,NA,NA,6645.12,48,606.78,596.86,48,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2,4,44073,10.84,-2552,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",2999,5,9300,-4.02,43.01,7.5,NA,NA,6195.6,36,1007.84,714.88,55,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",55.28,17,2996615,80.91,1105546,"NE","NE","NE"
"DA","BMW","NE",0,"NE",7,9,7000,8.47,28.57,7.5,NA,NA,5105,24,603.66,546.92,33,"NEDOLOCEN CAS","SI-1","BOSNIA AND HERZEGOVINA","NE","JAVNI SEKTOR, UPOKOJENCI",603,10,9461512,14.2,162818,"NE","NE","NE"
"NE","MERCEDES-BENZ","NE",0,"NE",69,8,12400,-14.94,20,7.5,NA,NA,12160.8,48,837.11,677.66,33,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","SKODA","NE",0,"DA",60,0,14880,0,47.04,5.85,NA,NA,8856,48,866.23,910.84,57,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",213.27,26,21939262,44.38,7011043,"NE","NE","NE"
"NE","TOYOTA","NE",0,"NE",1000,10,6000,-1.43,26.67,10.29,30.71,0,5335.24,36,1641.67,570.08,55,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",326,0,11620,0,40,6.04,NA,NA,8048.16,36,923.68,985.85,49,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",10.45,9,3048270,59.08,205201,"NE","NE","NE"
"NE","KIA","NE",0,"NE",7830,0,26001.01,0,0,4.7,NA,NA,26001.01,84,702.91,-88.21,40,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",12,4,9600,-4.34,20.83,10.29,NA,NA,7696,48,806.44,700.11,49,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",144.61,26,7118208,8.63,-1102338,"NE","DA","NE"
"NE","ALFA","NE",0,"NE",9,1,4800,-11.63,20,7.5,NA,NA,3984,24,565.11,328.51,37,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2.37,2,48334,68.2,601,"NE","NE","NE"
"NE","FIAT","NE",0,"NE",7,9,2900,0,20,7.5,15.72,0,2552.4,24,1115.8,919.1,61,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",869,25,101068157,60.94,8099803,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",326,0,23270,0,39.97,6.04,NA,NA,16951.2,60,767.43,1075.74,50,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0.76,5,45665,84.35,19899,"NE","NE","NE"
"DA","BMW","NE",11,"NE",858,0,57500,0,20,6.04,3.31,0,100407.17,84,1748.11,489.85,50,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",6.47,5,1055092,66.32,30379,"NE","NE","NE"
"DA","SKODA","NE",0,"DA",60,0,15290,0,45.78,5.85,NA,NA,9316.8,48,866.23,901.24,57,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",213.27,26,21939262,44.38,7011043,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",26,6,5000,27.26,20,6.56,0.59,0,4100,60,1110,1141.45,47,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",10,4,238673,19.81,2079,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",62,4,16900,-14.7,21.3,7.5,NA,NA,17568.6,84,560,729.85,22,"NEDOLOCEN CAS","SI-1","BOSNIA AND HERZEGOVINA","NE","JAVNI SEKTOR, UPOKOJENCI",34.19,5,1632285,4.88,17074,"NE","NE","NE"
"NE","NISSAN","NE",0,"NE",24,0,27757,0,54.04,3.45,NA,NA,13905.6,60,1011.39,585.49,43,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",212,9,3800,-12.82,26.32,7.49,NA,NA,2952,36,670.14,496.45,62,"UPOKOJENEC","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",12,4,9600,-4.34,20.83,10.29,NA,NA,7696,48,806.44,700.11,49,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",144.61,26,7118208,8.63,-1102338,"NE","DA","NE"
"DA","BMW","NE",0,"NE",2842,0,24500.72,0,12.24,3.94,NA,NA,24640.56,84,923.06,629.72,36,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","CHEVROLET","DA",0,"NE",1718,6,4390,0,20,10.54,54.32,0,3555.9,72,695.28,625.39,50,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","ALFA","NE",0,"NE",803,7,6700,-7.76,20,7.5,15.84,0,5628,36,799.07,834.47,32,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4059,23,708095742,32.18,18380978,"NE","NE","DA"
"NE","VOLKSWAGEN","NE",0,"NE",232,3,12690,-16.45,10,3.44,NA,NA,11421,84,1181.67,907.61,48,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",0,"NE",2,4,8800,2.69,56.82,7.5,NA,NA,4832.4,60,636,745.46,50,"DOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",14.56,26,2106268,76.72,11941,"NE","NE","NE"
"NE","FIAT","NE",0,"NE",46,7,3800,-8.89,21.05,7.5,0.44,0,4477.95,36,541.92,427.23,53,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","BMW","NE",1,"NE",5282,4,12350,-3.72,10,4.04,12.1,0,12294.6,60,1049.17,1251.42,43,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",50.3,13,19444222,-15.51,-371448,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",2181,0,17290,0,64.78,7.54,NA,NA,7575.84,48,2369.14,2211.31,69,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",7830,8,4000,0,50,7.49,5.68,0,2140,24,731.78,738.73,35,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","OSEBNO","NE",0,"NE",431,0,13500,0,26.47,5.04,NA,NA,10061.47,60,1000,809.92,29,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4.79,6,1365106,11.95,67981,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",54,3,6700,-10.82,30,10.29,NA,NA,4757,36,1040.12,885.97,50,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5,21,792310,7.67,-4201,"NE","NE","NE"
"NE","HYUNDAI","NE",0,"NE",421,5,6800,-25.4,51.47,7.5,NA,NA,3847.32,36,861.08,754.21,59,"UPOKOJENEC","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","AUDI","NE",0,"NE",62,4,16900,-14.7,30,7.49,NA,NA,15672.72,84,560,752.42,22,"NEDOLOCEN CAS","SI-1","BOSNIA AND HERZEGOVINA","NE","JAVNI SEKTOR, UPOKOJENCI",34.19,5,1632285,4.88,17074,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7830,0,11896,0,10,6.74,NA,NA,10884.84,84,634.4,638.29,39,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",55,23,1108197,13.75,8990,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",2181,0,11890,0,30,7.54,NA,NA,9459.72,36,564.61,301.84,76,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",402,0,16200,0,22.22,6.75,0,0,17607.57,60,1552.3,1206.48,53,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",4,3,16500,-7.05,20,5.25,NA,NA,13365,48,567.87,385.07,46,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1,5,238412,35.6,904,"NE","NE","NE"
"DA","FORD","NE",0,"NE",52,6,8500,0,25.88,7.49,NA,NA,7704.96,48,616.25,575.05,40,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1.67,8,55769,40.39,3669.75,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",0,"NE",47,4,13990,-5.72,20,7.5,NA,NA,14627.52,72,2160,1956.84,45,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",69,6,5100,6.57,20,7.49,NA,NA,5000.64,48,1287.39,1183.21,29,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",3020,4,11000,-5.45,50,6.39,NA,NA,7167.6,72,1996.28,1896.73,37,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",11,4,9500.01,21.4,65.26,7.29,NA,NA,3947.4,60,942.67,740.79,38,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",755,0,23500.01,0,25.53,6.74,NA,NA,18205.01,48,1009,575.24,50,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4.17,21,423181,88.8,22410,"DA","NE","NE"
"DA","OPEL","NE",0,"NE",1718,0,15250,0,0,3.44,0,0,15250,84,1525.69,1294.34,49,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","OPEL","NE",1,"NE",1720,0,15000,0,13.33,8.04,0.17,0,13150,84,1475.64,1270.41,53,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","RENAULT","NE",1,"NE",27,8,4600,-4.91,19.83,7.49,33.31,126.41,5360.97,36,633.67,836.06,52,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",8.46,6,1050784,14.03,-32352,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7831,0,10246,0,68.32,6.73,NA,NA,3399.69,24,856.37,704.57,60,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",0,"NE",4,4,16200,-15.04,37.04,7.5,NA,NA,10443.01,60,1099.99,1085.28,31,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5.66,24,1361233,62.82,13366,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",0,"NE",13,8,6400,-23.03,23.44,10.29,NA,NA,6076.32,48,962,802.59,39,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",114.7,5,22396497,58.38,840369,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",948,9,2700,-21.41,37.04,7.48,NA,NA,1937.76,24,520.9,440.16,57,"UPOKOJENEC","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",485,2,8943.86,13.12,0,6.73,NA,NA,10586.55,61,802.42,774.27,28,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2.08,7,423619,5.91,463,"NE","NE","NE"
"NE","CITROEN","NE",0,"NE",66,4,9500.01,5.78,42.11,7.48,NA,NA,6952.2,60,1030.95,1108.96,47,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,5,188447,57.28,457,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",55,8,4799,-23.65,31.26,10.29,NA,NA,4096.8,48,797.43,853.55,48,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2.49,21,219351,7.64,3706.5,"NE","NE","NE"
"NE","VOLKSWAGEN","NE",0,"NE",44,8,6800,9.85,20,7.48,NA,NA,6706.08,48,974.28,1018.65,29,"NEDOLOCEN CAS","SI-6","MACEDONIA","NE","JAVNI SEKTOR, UPOKOJENCI",967,26,135919819,30.09,2873622,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",59,4,10346,0.05,20,3.44,NA,NA,9021.6,60,1133.89,755.1,33,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",639.2,26,79712730,30.34,194073,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",1722,3,7500,0,20,10.54,NA,NA,6075,60,835.22,812.23,57,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",173,25,22752758,76.67,3020212,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",405,9,4300,8.79,20,7.48,NA,NA,3923.28,36,823.3,796.62,24,"DOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","OPEL","NE",1,"NE",1722,0,14790,0,80,5.94,0.29,0,3135.48,12,1491.76,1476.67,40,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",210.28,21,12531844,98.59,2474719,"NE","NE","NE"
"NE","NISSAN","NE",0,"NE",1269,0,20200,0,10,6.74,NA,NA,18584,84,940.68,260.54,35,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","FIAT","DA",0,"NE",4,7,6200,0,20,10.29,45.22,0,6445.2,60,824.2,851.43,52,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4059,23,708095742,32.18,18380978,"NE","NE","DA"
"DA","HYUNDAI","NE",0,"NE",422,4,13500,-6.16,25.93,9.29,NA,NA,12710.4,60,774,670.28,36,"NEDOLOCEN CAS","SI-1","BOSNIA AND HERZEGOVINA","NE","JAVNI SEKTOR, UPOKOJENCI",13.46,22,897677,83.71,3736,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",3905,0,15475,0,51.7,6.75,NA,NA,8620.56,36,369.87,130.41,71,"UPOKOJENEC","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","CHEVROLET","NE",0,"NE",1722,4,4900,0,20.41,10.54,NA,NA,3949,60,920.63,904.41,35,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
